data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-02-01 15:40:14.110067;986;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Katrina Herring;feminino;pix
2025-02-01 16:17:13.714625;987;Florianópolis;Gabriela Santos;Tablet Apple Ipad;David Holt;masculino;boleto
2025-02-01 16:17:14.856903;988;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Alice Panchik;feminino;pix
2025-02-02 08:58:17.211417;989;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Ida Cheney;feminino;cartão de crédito
2025-02-02 15:24:18.352731;990;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Margarita Walker;feminino;dinheiro
2025-02-02 16:24:16.977648;991;São Paulo;Lucas Pereira;Tablet Apple Ipad;Sharon Delariva;feminino;cartão de crédito
2025-02-02 17:35:16.635842;992;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Violet Smith;feminino;boleto
2025-02-02 17:46:13.277901;993;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Joanie Black;feminino;dinheiro
2025-02-02 18:00:18.067306;994;Florianópolis;Gabriela Santos;Smartwatch Garmin;Gertrude Figueroa;feminino;boleto
2025-02-03 08:14:15.860567;995;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Wilma Long;feminino;pix
2025-02-03 13:24:13.396471;996;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Devin Lee;masculino;boleto
2025-02-03 14:26:16.729083;997;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Thomas Reynolds;masculino;dinheiro
2025-02-03 17:03:16.895354;998;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Sandra Little;feminino;cartão de crédito
2025-02-04 08:47:14.886290;999;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Jane Snyder;feminino;pix
2025-02-04 10:27:14.932906;1000;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Lauren Davis;feminino;cartão de crédito
2025-02-04 10:30:17.271913;1001;Florianópolis;Tiago Lima;Smartwatch Garmin;Michelle Stinson;feminino;boleto
2025-02-04 12:07:16.610452;1002;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Dave Lothridge;masculino;boleto
2025-02-04 14:12:12.859800;1003;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;John Sano;masculino;dinheiro
2025-02-04 14:25:14.425857;1004;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Brinda Gray;feminino;cartão de crédito
2025-02-04 18:27:15.252596;1005;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Karen Ozaeta;feminino;pix
2025-02-05 12:18:17.610904;1006;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Allison Barber;feminino;cartão de crédito
2025-02-05 17:13:17.035750;1007;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Michelle Whitacre;feminino;cartão de crédito
2025-02-06 08:42:13.198427;1008;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Travis Tompkins;masculino;cartão de crédito
2025-02-06 08:47:14.841818;1009;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Phuong Fields;feminino;boleto
2025-02-06 11:10:16.371845;1010;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Frank Cole;masculino;pix
2025-02-06 15:16:13.239912;1011;São Paulo;Lucas Pereira;Smartwatch Garmin;Roman Frazer;masculino;cartão de crédito
2025-02-06 17:19:12.787844;1012;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Helen Connors;feminino;boleto
2025-02-06 18:24:15.915447;1013;São Paulo;Lucas Pereira;Fone de Ouvido Sony;William Cameron;masculino;pix
2025-02-07 10:15:15.046978;1014;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;George Brumfield;masculino;pix
2025-02-07 11:37:14.243642;1015;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Janice Imfeld;feminino;boleto
2025-02-07 16:46:13.965528;1016;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Donna Elhard;feminino;boleto
2025-02-08 07:40:18.336588;1017;São Paulo;Ana Oliveira;Smartwatch Garmin;Kristin Olsen;feminino;dinheiro
2025-02-08 07:42:14.623034;1018;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Eric Chapman;masculino;pix
2025-02-08 08:20:12.992740;1019;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Susan Rich;feminino;dinheiro
2025-02-08 08:47:16.040368;1020;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Claudio Rembert;masculino;cartão de crédito
2025-02-08 09:23:14.927901;1021;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Roy Ingram;masculino;boleto
2025-02-08 12:53:16.489708;1022;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Joseph Hemstreet;masculino;dinheiro
2025-02-08 12:58:15.147766;1023;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Monica Cobbins;feminino;dinheiro
2025-02-08 14:27:17.610904;1024;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Taylor Berry;masculino;cartão de crédito
2025-02-08 14:35:13.390212;1025;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Veronica Sisk;feminino;cartão de crédito
2025-02-08 14:38:16.042369;1026;Florianópolis;Gabriela Santos;Smartwatch Garmin;Patricia Wollenburg;feminino;dinheiro
2025-02-08 17:16:16.721075;1027;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Natasha Ray;feminino;dinheiro
2025-02-09 07:51:12.786843;1028;São Paulo;Lucas Pereira;Smartwatch Garmin;Bernarda Campbell;feminino;dinheiro
2025-02-09 09:47:14.076537;1029;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Constance Hart;feminino;pix
2025-02-09 10:47:14.098056;1030;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Richard Perez;masculino;boleto
2025-02-09 12:37:13.960376;1031;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Lisa Hawkins;feminino;cartão de crédito
2025-02-09 14:10:14.083543;1032;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Jennifer Kyles;feminino;pix
2025-02-09 15:35:18.337590;1033;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Lynn Stone;feminino;cartão de crédito
2025-02-09 16:19:15.728664;1034;São Paulo;Lucas Pereira;Smartwatch Garmin;Jeffrey Alguire;masculino;boleto
2025-02-09 17:13:13.814393;1035;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Mary Ingram;feminino;boleto
2025-02-09 18:19:15.745863;1036;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Stephen Kimbrell;masculino;pix
2025-02-10 08:32:16.854439;1037;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Mattie Grant;feminino;cartão de crédito
2025-02-10 10:44:17.089521;1038;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Monte Roach;masculino;boleto
2025-02-10 11:57:16.702059;1039;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Rick Casiano;masculino;cartão de crédito
2025-02-10 17:54:14.941914;1040;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;William Fried;masculino;boleto
2025-02-11 08:20:17.699037;1041;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Steven Vega;masculino;pix
2025-02-11 08:21:14.828716;1042;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Rosemary Biros;feminino;cartão de crédito
2025-02-11 09:22:15.128622;1043;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Josie Davis;feminino;cartão de crédito
2025-02-11 13:08:13.882214;1044;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Jackie Brown;feminino;cartão de crédito
2025-02-11 13:27:16.635842;1045;São Paulo;Lucas Pereira;Smartwatch Garmin;Glenn Degidio;masculino;dinheiro
2025-02-11 13:55:15.607996;1046;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Kyle Dellapenna;masculino;boleto
2025-02-11 13:57:17.863153;1047;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jeffrey Ward;masculino;boleto
2025-02-11 17:51:16.181299;1048;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Shelley Cox;feminino;pix
2025-02-12 08:20:14.688877;1049;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Danny Nguyen;masculino;dinheiro
2025-02-12 09:22:15.602860;1050;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Joel Smith;masculino;dinheiro
2025-02-12 12:52:18.392208;1051;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Cindy Brown;feminino;pix
2025-02-12 14:21:15.304578;1052;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Larry Davis;masculino;boleto
2025-02-12 15:31:15.987484;1053;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Carmen Pangallo;feminino;dinheiro
2025-02-12 16:46:15.484286;1054;Florianópolis;Gabriela Santos;Smartwatch Garmin;Doreen Laughary;feminino;boleto
2025-02-12 17:27:16.431037;1055;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Percy Coty;masculino;cartão de crédito
2025-02-13 08:52:18.353737;1056;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Gladys Allred;feminino;cartão de crédito
2025-02-13 08:58:14.805271;1057;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Mary Hanson;feminino;cartão de crédito
2025-02-13 10:38:14.280095;1058;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Dean Thompson;masculino;pix
2025-02-13 16:40:13.409550;1059;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Nathaniel Masterson;masculino;boleto
2025-02-14 09:46:13.414783;1060;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Alison Garrett;feminino;pix
2025-02-14 10:13:16.438086;1061;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;William Fox;masculino;cartão de crédito
2025-02-14 11:09:14.417772;1062;Florianópolis;Tiago Lima;Smartwatch Garmin;Kimberly Hastings;feminino;boleto
2025-02-14 12:13:17.447879;1063;Florianópolis;Tiago Lima;Tablet Apple Ipad;Jacqueline Kozel;feminino;boleto
2025-02-14 16:30:13.948297;1064;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Claudia Swafford;feminino;boleto
2025-02-14 16:52:13.346384;1065;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Sonia Stone;feminino;cartão de crédito
2025-02-14 16:56:15.677755;1066;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Judith Morris;feminino;boleto
2025-02-15 08:54:18.066298;1067;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Alfonso Hyman;masculino;boleto
2025-02-15 13:29:17.660744;1068;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Steven Torres;masculino;boleto
2025-02-15 15:22:14.206175;1069;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jamie Adams;feminino;cartão de crédito
2025-02-15 16:24:16.160928;1070;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Gilbert Woods;masculino;boleto
2025-02-15 16:31:18.017815;1071;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Billy Markow;masculino;dinheiro
2025-02-16 07:41:16.389103;1072;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Chastity Cannon;feminino;cartão de crédito
2025-02-16 12:06:13.109755;1073;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jayna Mcelhaney;feminino;boleto
2025-02-16 14:39:13.746003;1074;Florianópolis;Gabriela Santos;Smartwatch Garmin;David Tiscareno;masculino;cartão de crédito
2025-02-16 14:58:16.182305;1075;Florianópolis;Tiago Lima;Tablet Apple Ipad;Ronald Barker;masculino;pix
2025-02-16 15:02:18.343620;1076;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Carolyn Harris;feminino;dinheiro
2025-02-16 16:06:16.094684;1077;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Brent Carnevale;masculino;cartão de crédito
2025-02-16 17:44:18.017815;1078;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Robert Parker;masculino;cartão de crédito
2025-02-16 18:01:15.978430;1079;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Paul Medrano;masculino;dinheiro
2025-02-17 08:34:16.706062;1080;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Karen Erwin;feminino;boleto
2025-02-17 09:18:14.217322;1081;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Maile Gleason;feminino;pix
2025-02-17 12:52:13.674751;1082;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Geraldine Jacobs;feminino;pix
2025-02-17 13:58:13.216663;1083;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Kayla Rice;feminino;dinheiro
2025-02-17 17:15:15.048980;1084;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Sarah Brown;feminino;pix
2025-02-18 09:06:14.415762;1085;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Margaret Dunbar;feminino;pix
2025-02-18 09:06:17.540713;1086;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Rachelle Griffin;feminino;dinheiro
2025-02-18 09:32:15.751897;1087;Florianópolis;Gabriela Santos;Smartwatch Garmin;David Luckow;masculino;pix
2025-02-18 13:11:17.149981;1088;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;John Staley;masculino;cartão de crédito
2025-02-18 14:28:17.064037;1089;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Daniel Jared;masculino;dinheiro
2025-02-18 18:23:15.365248;1090;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Eva Rose;feminino;cartão de crédito
2025-02-19 09:01:15.097982;1091;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Brett Warren;masculino;boleto
2025-02-19 11:51:16.160928;1092;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Julie Rozmus;feminino;boleto
2025-02-19 12:33:14.539314;1093;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Maryann Farness;feminino;cartão de crédito
2025-02-19 13:45:16.128691;1094;Florianópolis;Gabriela Santos;Smartwatch Garmin;Diane Guerra;feminino;pix
2025-02-19 17:57:13.718643;1095;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Thomas Hohlstein;masculino;dinheiro
2025-02-20 07:55:13.871155;1096;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Michele Cordial;feminino;dinheiro
2025-02-20 11:21:14.897873;1097;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Steve Singleton;masculino;dinheiro
2025-02-20 15:28:13.030825;1098;São Paulo;Ana Oliveira;Tablet Apple Ipad;Helen Slater;feminino;cartão de crédito
2025-02-21 09:14:16.269916;1099;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Phillip Franqui;masculino;cartão de crédito
2025-02-21 11:39:15.048980;1100;São Paulo;Lucas Pereira;Smartwatch Garmin;Ann Garner;feminino;cartão de crédito
2025-02-21 12:19:17.522549;1101;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mary Ortiz;feminino;dinheiro
2025-02-21 14:54:17.749317;1102;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Steven Graham;masculino;cartão de crédito
2025-02-21 15:19:17.416533;1103;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Migdalia Skeens;feminino;boleto
2025-02-21 16:27:12.919536;1104;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Bonnie Michel;feminino;pix
2025-02-21 18:38:16.891331;1105;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Johnny George;masculino;pix
2025-02-22 07:46:15.574152;1106;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Gloria Hegwood;feminino;dinheiro
2025-02-22 10:48:17.840951;1107;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Darrel Castro;masculino;dinheiro
2025-02-22 16:35:13.744831;1108;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Eldridge Mahoney;masculino;cartão de crédito
2025-02-22 17:49:12.981597;1109;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Loretta Breedon;feminino;dinheiro
2025-02-22 17:55:12.826012;1110;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Scott Dinh;masculino;pix
2025-02-23 10:05:15.161947;1111;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Rayford Clay;masculino;dinheiro
2025-02-23 10:33:17.610904;1112;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Vanessa Marshall;feminino;boleto
2025-02-23 11:49:13.022764;1113;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Mallory Sheets;feminino;pix
2025-02-23 13:05:17.512351;1114;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Jerry Zhao;masculino;dinheiro
2025-02-23 17:29:15.796265;1115;São Paulo;Lucas Pereira;Smartwatch Garmin;Phillip Roman;masculino;pix
2025-02-23 17:35:14.236529;1116;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jonathan Harrison;masculino;dinheiro
2025-02-23 17:45:13.317697;1117;São Paulo;Lucas Pereira;Smartwatch Garmin;Donald Myers;masculino;dinheiro
2025-02-24 07:54:14.953116;1118;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Etta Valdez;feminino;pix
2025-02-24 11:16:16.848396;1119;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Susan Mcfadden;feminino;cartão de crédito
2025-02-24 13:08:14.933907;1120;Florianópolis;Tiago Lima;Tablet Apple Ipad;Judy Britten;feminino;cartão de crédito
2025-02-24 14:14:13.549028;1121;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Joseph Crew;masculino;dinheiro
2025-02-24 14:16:15.095473;1122;São Paulo;Ana Oliveira;Tablet Apple Ipad;Craig Vincent;masculino;cartão de crédito
2025-02-24 14:34:17.628036;1123;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Regina Thompson;feminino;pix
2025-02-24 17:57:15.027960;1124;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;John Dergance;masculino;boleto
2025-02-25 08:10:18.399313;1125;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Ruth Mosher;feminino;cartão de crédito
2025-02-25 08:11:15.526523;1126;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Edna Hickey;feminino;pix
2025-02-25 08:28:13.889273;1127;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Sharon Loker;feminino;boleto
2025-02-25 10:50:13.814393;1128;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Bill Lewis;masculino;dinheiro
2025-02-25 11:35:18.212872;1129;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Kenneth Duncan;masculino;cartão de crédito
2025-02-25 14:26:15.306589;1130;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;John Ewing;masculino;cartão de crédito
2025-02-25 15:42:17.392494;1131;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Luis May;masculino;boleto
2025-02-25 18:25:16.472583;1132;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Anna Lively;feminino;pix
2025-02-26 10:16:16.849402;1133;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Kenneth Stanley;masculino;cartão de crédito
2025-02-26 12:49:17.521546;1134;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Sharon Duncan;feminino;cartão de crédito
2025-02-27 10:17:13.374020;1135;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Ricardo Rowe;masculino;dinheiro
2025-02-27 12:00:17.718826;1136;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Sherri Demonbreun;feminino;cartão de crédito
2025-02-27 12:37:15.867596;1137;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Molly Westfield;feminino;boleto
2025-02-28 08:09:14.496543;1138;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Deborah White;feminino;pix
2025-02-28 11:38:16.513444;1139;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Andrew Nale;masculino;boleto
2025-03-01 07:42:13.374020;1140;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Levi Chard;masculino;pix
2025-03-01 08:06:15.246553;1141;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Andrew Monaghan;masculino;pix
2025-03-01 10:24:17.453929;1142;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Ralph Pierrot;masculino;pix
2025-03-01 12:00:13.316693;1143;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Matthew Orellana;masculino;pix
2025-03-01 13:25:16.038366;1144;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Juan Meeker;masculino;pix
2025-03-01 18:32:13.168744;1145;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Denise Kennedy;feminino;dinheiro
2025-03-02 08:56:13.064566;1146;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Gladys Scott;feminino;dinheiro
2025-03-02 09:35:18.312368;1147;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Keith Rechtzigel;masculino;cartão de crédito
2025-03-02 13:21:18.273462;1148;São Paulo;Lucas Pereira;Fone de Ouvido Sony;David Batten;masculino;cartão de crédito
2025-03-02 18:05:14.721932;1149;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Aileen Jones;feminino;dinheiro
2025-03-02 18:22:16.359602;1150;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Tommy Mcgirt;masculino;pix
2025-03-03 07:48:15.054985;1151;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Gertrude Wadas;feminino;boleto
2025-03-03 07:49:16.591715;1152;São Paulo;Lucas Pereira;Smartwatch Garmin;Sara Walton;feminino;pix
2025-03-03 09:28:13.804128;1153;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Robert Wise;masculino;boleto
2025-03-03 11:34:16.688506;1154;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Frederick Bankard;masculino;pix
2025-03-03 14:47:15.817988;1155;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Robert Soron;masculino;dinheiro
2025-03-03 15:20:13.783452;1156;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Melody Montgomery;feminino;cartão de crédito
2025-03-03 16:21:16.653066;1157;São Paulo;Lucas Pereira;Smartwatch Garmin;Gary Wiggins;masculino;pix
2025-03-04 08:07:13.107734;1158;Florianópolis;Tiago Lima;Smartwatch Garmin;Kimberly Bass;feminino;dinheiro
2025-03-04 08:14:14.199117;1159;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Cindy Mcglothin;feminino;dinheiro
2025-03-04 10:25:13.348394;1160;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Blake Tuenge;masculino;boleto
2025-03-04 12:12:18.226991;1161;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Desiree Russell;feminino;cartão de crédito
2025-03-04 13:38:17.659730;1162;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jodi Gold;feminino;cartão de crédito
2025-03-04 17:06:14.153771;1163;Florianópolis;Tiago Lima;Tablet Apple Ipad;Thomas Justice;masculino;pix
2025-03-04 17:23:13.662658;1164;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Bret Phebus;masculino;cartão de crédito
2025-03-05 08:09:16.015194;1165;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Rebecca Lowrance;feminino;boleto
2025-03-05 09:22:16.772192;1166;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Marcy Davis;feminino;pix
2025-03-05 13:32:13.451238;1167;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Flora Williams;feminino;boleto
2025-03-05 16:19:16.610452;1168;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;John Richardson;masculino;dinheiro
2025-03-05 17:49:16.194852;1169;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dorothy Gett;feminino;boleto
2025-03-05 17:52:16.855443;1170;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Marci Weiss;feminino;pix
2025-03-07 08:51:13.396471;1171;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Robert Baird;masculino;dinheiro
2025-03-07 09:31:14.158806;1172;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Donald Neumann;masculino;boleto
2025-03-07 11:23:16.374856;1173;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Augusta Slater;feminino;boleto
2025-03-07 12:42:15.288943;1174;Florianópolis;Gabriela Santos;Smartwatch Garmin;Robert Penny;masculino;boleto
2025-03-07 14:14:14.973283;1175;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Elizabeth Baier;feminino;pix
2025-03-07 15:29:15.525521;1176;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Rick Reid;masculino;cartão de crédito
2025-03-07 16:33:14.128239;1177;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Emily Whittingham;feminino;dinheiro
2025-03-07 17:30:18.138457;1178;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Frank Leutwiler;masculino;pix
2025-03-07 18:29:16.603378;1179;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Billy Johnson;masculino;pix
2025-03-08 07:47:18.028934;1180;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Kendra Elias;feminino;cartão de crédito
2025-03-08 08:21:18.399313;1181;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Sonya Hobson;feminino;dinheiro
2025-03-08 09:50:16.384082;1182;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Adaline Vaught;feminino;pix
2025-03-08 10:53:17.015506;1183;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Bob Burgoyne;masculino;dinheiro
2025-03-08 11:04:15.527585;1184;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Tina Kline;feminino;dinheiro
2025-03-08 11:11:15.836207;1185;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Cynthia Williams;feminino;cartão de crédito
2025-03-08 12:22:16.159922;1186;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Joseph Vandyke;masculino;dinheiro
2025-03-08 13:10:16.721075;1187;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Bonnie Murry;feminino;pix
2025-03-08 14:47:16.849402;1188;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jason Booker;masculino;boleto
2025-03-08 15:10:17.063034;1189;São Paulo;Ana Oliveira;Tablet Apple Ipad;Bertha Gonzalez;feminino;pix
2025-03-08 15:39:16.102250;1190;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Theresa Retchless;feminino;pix
2025-03-08 17:05:15.247577;1191;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Lamar Natale;masculino;cartão de crédito
2025-03-08 18:33:15.796265;1192;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jimmie Lewis;masculino;cartão de crédito
2025-03-09 09:17:13.960376;1193;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Edith Kelly;feminino;boleto
2025-03-09 12:18:14.940913;1194;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Sabrina Spear;feminino;boleto
2025-03-09 13:35:15.914446;1195;São Paulo;Ana Oliveira;Smartwatch Garmin;Michael Bailey;masculino;dinheiro
